time,yaw_A,pitch_A,yaw_B,pitch_B,yaw_diff,pitch_diff,is_facing
623.927977,-3.743796,81.447144,131.607666,5.958445,135.351462,75.488699,False
624.029433,-2.146534,81.560829,132.209839,6.328279,134.356373,75.23255,False
624.130868,0.857581,81.597389,132.342407,6.786168,131.484826,74.811221,False
624.234528,4.174109,81.821938,132.307892,7.616041,128.13378300000002,74.20589700000001,False
624.333508,7.79488,81.937439,131.941299,8.120106,124.14641899999998,73.81733299999999,False
624.430344,11.730946,82.043571,131.411377,8.804794,119.68043099999998,73.238777,False
624.528769,15.353031,82.150879,131.056366,9.265253,115.703335,72.885626,False
624.627737,17.962431,82.194237,130.093933,10.079784,112.131502,72.114453,False
624.724804,20.105448,82.197327,129.079315,10.433608,108.97386700000001,71.76371900000001,False
624.824059,22.11442,82.169029,129.046097,9.336159,106.93167700000001,72.83287,False
624.937825,23.277811,82.046211,128.832092,8.494835,105.55428099999999,73.551376,False
625.036855,24.082214,81.936333,128.926254,7.634747,104.84404,74.301586,False
625.132663,24.779657,81.87397,128.966095,7.258953,104.186438,74.615017,False
625.224793,25.499777,81.827477,128.553604,6.816577,103.05382700000001,75.0109,False
625.334941,26.028505,81.864853,124.922905,6.141578,98.8944,75.723275,False
625.430121,26.507849,81.923782,119.480759,5.357322,92.97291000000001,76.56646,False
625.5382,26.524502,81.938423,110.176956,4.658321,83.652454,77.280102,False
625.637253,25.994347,82.064316,100.998718,3.905418,75.00437099999999,78.15889800000001,False
625.729606,24.947248,82.150955,95.925133,2.818436,70.977885,79.33251899999999,False
625.83701,23.156324,82.119484,91.471352,1.779589,68.315028,80.339895,False
625.929373,21.556995,82.15712,88.982788,1.008989,67.425793,81.148131,False
626.023142,19.617676,82.066315,87.444344,-0.217014,67.826668,82.28332900000001,False
626.135202,16.219843,82.129311,87.575203,-1.952344,71.35536,84.081655,False
626.225885,12.981692,82.212601,88.887917,-2.31095,75.906225,84.52355100000001,False
626.332885,9.077577,82.153748,86.752068,-4.325301,77.67449099999999,86.47904899999999,False
626.427049,5.145654,82.12384,79.546356,-5.645082,74.400702,87.768922,False
626.537323,1.065953,82.025307,61.042435,-6.175624,59.976482,88.200931,False
626.631926,-2.159754,81.935936,40.721069,-7.882422,42.880823,89.818358,False
626.726966,-4.863389,81.847565,19.355034,-10.349228,24.218423,92.196793,False
626.826941,-6.852244,81.775253,5.685739,-13.540004,12.537983,95.315257,False
626.923554,-8.781449,81.605965,-0.246265,-14.88975,8.535184000000001,96.49571499999999,False
627.033242,-9.299067,81.56929,-8.238933,-16.78651,1.0601340000000015,98.35579999999999,False
627.125842,-9.928717,81.527626,-14.741596,-18.062052,4.812878999999999,99.58967799999999,False
627.239016,-9.509284,81.512596,-21.228674,-19.157841,11.719390000000002,100.670437,False
627.337511,-9.391827,81.489151,-27.513906,-19.981096,18.122079,101.470247,False
627.427384,-9.479472,81.467201,-31.155617,-19.284603,21.676144999999998,100.751804,False
627.536643,-8.879247,81.572258,-33.782612,-19.927431,24.903365,101.499689,False
627.631889,-7.568189,81.72628,-35.80032,-20.575104,28.232131,102.301384,False
627.726859,-7.188581,81.841217,-38.114113,-19.832214,30.925532000000004,101.673431,False
627.835125,-6.105945,81.95295,-42.463062,-19.897303,36.357117,101.85025300000001,False
627.927736,-4.908136,82.004654,-46.962246,-20.091799,42.05411,102.096453,False
628.032903,-3.116957,82.109749,-53.503521,-18.963493,50.386564,101.073242,False
628.124875,-1.250457,82.131645,-57.886215,-18.645311,56.635758,100.77695600000001,False
628.2339,0.633095,82.175499,-60.04319,-18.801039,60.676285,100.976538,False
628.323238,2.407785,82.080803,-61.313133,-18.35273,63.720918,100.43353300000001,False
628.435217,5.384279,82.050179,-63.49128,-18.845053,68.87555900000001,100.895232,False
628.531849,7.841878,82.061111,-66.196365,-19.765539,74.038243,101.82665,False
628.629481,9.674633,82.052963,-69.185143,-21.045994,78.859776,103.09895700000001,False
628.726292,12.651654,82.195702,-72.123253,-20.483784,84.77490700000001,102.679486,False
628.823455,14.487847,82.301834,-75.042595,-21.093182,89.53044200000001,103.395016,False
628.935647,16.633331,82.420395,-77.420555,-20.35375,94.05388599999999,102.774145,False
629.032675,17.395603,82.463455,-80.840256,-20.400623,98.235859,102.86407799999999,False
629.130596,18.333857,82.526421,-84.998528,-18.163755,103.33238499999999,100.690176,False
629.228274,17.941492,82.564041,-88.074326,-18.679457,106.015818,101.243498,False
629.324111,16.700897,82.551025,-89.576218,-19.238939,106.277115,101.789964,False
629.42442,15.220458,82.546684,-90.89254,-20.495386,106.112998,103.04207,False
629.535402,12.201165,82.573303,-91.390945,-22.232275,103.59211,104.805578,False
629.632836,8.695451,82.540245,-91.612427,-23.294168,100.307878,105.834413,False
629.730227,3.766688,82.460976,-92.544136,-22.391356,96.310824,104.852332,False
629.826592,-0.864837,82.270538,-93.257484,-17.235687,92.39264700000001,99.506225,False
629.923393,-5.907363,82.031799,-94.462868,-10.96981,88.555505,93.001609,False
630.035814,-10.2439,81.724411,-97.997017,-8.406459,87.753117,90.13087,False
630.133151,-13.114679,81.485596,-101.069626,-8.723408,87.954947,90.209004,False
630.230212,-15.885495,81.218513,-103.254219,-11.393414,87.368724,92.61192700000001,False
630.327332,-17.500227,81.012085,-105.20134,-15.0467,87.701113,96.058785,False
630.42446,-17.109945,80.955872,-106.822456,-18.279623,89.712511,99.235495,False
630.535724,-15.8559,81.049393,-106.882935,-22.035028,91.027035,103.08442099999999,False
630.632682,-14.26934,81.135345,-106.255219,-25.902853,91.985879,107.038198,False
630.730722,-12.012321,81.289391,-104.119354,-30.668341,92.107033,111.957732,False
630.827634,-9.894526,81.437706,-101.245567,-34.143406,91.351041,115.581112,False
630.924238,-7.769535,81.60482,-99.632973,-36.087814,91.863438,117.692634,False
631.035546,-5.009731,81.818619,-97.888275,-37.616261,92.87854399999999,119.43487999999999,False
631.133007,-2.942158,82.005951,-95.454002,-38.770161,92.511844,120.776112,False
631.230535,-0.566058,82.196579,-93.153557,-38.193623,92.58749900000001,120.390202,False
631.328398,1.774199,82.259621,-91.494125,-37.15691,93.26832399999999,119.41653099999999,False
631.424876,3.902782,82.353546,-90.615166,-36.501465,94.517948,118.85501099999999,False
631.536071,6.89879,82.294991,-92.491943,-35.394211,99.39073300000001,117.689202,False
631.634208,9.559723,82.24839,-93.87249,-35.450867,103.432213,117.699257,False
631.731051,11.987798,82.127747,-94.121704,-34.988701,106.10950199999999,117.11644799999999,False
631.827651,14.181192,82.052803,-95.42363,-34.321869,109.604822,116.374672,False
631.924435,15.841795,82.020012,-95.059952,-33.314003,110.901747,115.334015,False
632.03635,18.070393,82.031029,-94.427864,-32.021523,112.498257,114.052552,False
632.133829,19.238867,82.08345,-94.444206,-30.290861,113.683073,112.374311,False
632.231115,20.284231,82.152382,-94.055328,-27.815781,114.33955900000001,109.968163,False
632.328166,20.275854,82.189819,-93.896782,-25.489408,114.172636,107.679227,False
632.425286,18.925367,82.155685,-93.535652,-23.569748,112.461019,105.72543300000001,False
632.536814,17.432508,82.14196,-92.703217,-21.300739,110.135725,103.442699,False
632.63422,15.907166,82.052185,-92.236755,-19.920383,108.143921,101.972568,False
632.732063,14.323911,82.009903,-92.399788,-18.576866,106.723699,100.58676899999999,False
632.828545,12.121886,82.041817,-93.227119,-18.896635,105.349005,100.938452,False
632.925706,10.917321,82.128792,-94.64328,-17.756414,105.560601,99.88520600000001,False
633.022838,8.493062,81.954002,-95.303062,-16.657621,103.79612399999999,98.61162300000001,False
633.13406,5.646997,82.010406,-94.483856,-17.164852,100.130853,99.175258,False
633.232388,4.035786,81.926292,-93.627953,-16.628365,97.663739,98.554657,False
633.329278,2.172849,81.8312,-92.593719,-17.086401,94.76656799999999,98.91760099999999,False
633.42667,-1.066459,81.725883,-89.578293,-19.053629,88.51183400000001,100.779512,False
633.523593,-2.813374,81.612457,-85.169029,-21.994268,82.355655,103.60672500000001,False
633.635158,-3.721119,81.62439,-82.229134,-25.264599,78.508015,106.88898900000001,False
633.73267,-4.848158,81.527596,-80.70507,-26.989929,75.85691200000001,108.517525,False
633.829594,-4.340294,81.464661,-79.389709,-27.970531,75.049415,109.435192,False
633.927087,-3.748174,81.444221,-78.663765,-28.461718,74.91559099999999,109.905939,False
634.02333,-2.420998,81.567741,-78.976723,-28.558413,76.55572500000001,110.126154,False
634.135169,0.969652,81.608902,-78.907043,-28.890804,79.876695,110.499706,False
634.232422,4.095773,81.828239,-79.266258,-31.020573,83.36203099999999,112.848812,False
634.330245,7.590852,81.935417,-80.623428,-31.855446,88.21428,113.790863,False
634.427343,11.558258,82.036537,-84.507042,-30.605581,96.0653,112.642118,False
634.524166,15.308714,82.144348,-87.987,-30.444893,103.29571399999999,112.58924099999999,False
634.636018,17.980988,82.203651,-91.300339,-31.291399,109.28132699999999,113.49504999999999,False
634.732913,20.157309,82.202797,-95.128914,-31.211994,115.28622299999999,113.41479100000001,False
634.830079,22.141287,82.163139,-98.992119,-30.192949,121.13340600000001,112.356088,False
634.927261,23.220533,82.067299,-102.359489,-31.978323,125.580022,114.04562200000001,False
635.02381,23.939714,81.94751,-106.212967,-33.49725,130.152681,115.44476,False
635.135089,24.805279,81.869553,-109.110023,-35.677158,133.915302,117.54671099999999,False
635.233123,25.480934,81.825798,-111.318695,-36.604618,136.799629,118.43041600000001,False
635.330052,25.992052,81.863686,-112.937721,-36.419544,138.929773,118.28323,False
635.427244,26.495983,81.924652,-113.414268,-37.050743,139.91025100000002,118.97539499999999,False
635.524352,26.617323,81.93647,-114.609894,-38.228001,141.227217,120.16447099999999,False
635.635734,25.99692,82.061378,-115.619705,-38.849079,141.616625,120.91045700000001,False
635.73314,24.898277,82.149391,-113.412422,-37.833302,138.310699,119.982693,False
635.83014,23.260466,82.143898,-109.437477,-35.472778,132.697943,117.61667599999998,False
635.92739,21.587934,82.154472,-107.136703,-34.349777,128.724637,116.504249,False
636.024094,19.604136,82.068062,-106.521896,-34.278496,126.126032,116.34655799999999,False
636.135496,16.213943,82.129601,-105.962967,-34.749481,122.17691,116.879082,False
636.232971,12.849122,82.201614,-103.789497,-36.070263,116.63861899999999,118.271877,False
636.331068,9.17412,82.151947,-100.420372,-36.187355,109.594492,118.339302,False
636.42754,5.132837,82.123955,-97.998199,-34.840839,103.131036,116.964794,False
